id,name,default_unit_id,units_convertible,units,qudt_type
32,Apparent Energy,37.0,True,"[{'id': 41, 'name_long': 'Kilo Volt amp reactive hours', 'name_abbr': 'kVARh', 'data_type': 'Continuous', 'raw_encoding': None, 'display_encoding': None, 'qudt': 'http://qudt.org/vocab/unit/KiloV-A_Reactive-HR', 'unit_type': 'http://qudt.org/vocab/quantitykind/Energy'}, {'id': 16, 'name_long': 'Kilowatt Hours', 'name_abbr': 'kWh', 'data_type': 'Continuous', 'raw_encoding': None, 'display_encoding': None, 'qudt': 'http://qudt.org/vocab/unit/KiloW-HR', 'unit_type': 'http://qudt.org/vocab/quantitykind/Energy'}, {'id': 14, 'name_long': 'British Thermal Unit', 'name_abbr': 'BTU', 'data_type': 'Continuous', 'raw_encoding': None, 'display_encoding': None, 'qudt': 'http://qudt.org/vocab/unit/BTU_IT', 'unit_type': 'http://qudt.org/vocab/quantitykind/Energy'}, {'id': 37, 'name_long': 'Volt amp hours', 'name_abbr': 'VAh', 'data_type': 'Continuous', 'raw_encoding': None, 'display_encoding': None, 'qudt': 'http://qudt.org/vocab/unit/V-A-HR', 'unit_type': 'http://qudt.org/vocab/quantitykind/Energy'}, {'id': 39, 'name_long': 'Volt amp reactive hours', 'name_abbr': 'VARh', 'data_type': 'Continuous', 'raw_encoding': None, 'display_encoding': None, 'qudt': 'http://qudt.org/vocab/unit/V-A_Reactive-HR', 'unit_type': 'http://qudt.org/vocab/quantitykind/Energy'}, {'id': 40, 'name_long': 'Watt hours', 'name_abbr': 'Wh', 'data_type': 'Continuous', 'raw_encoding': None, 'display_encoding': None, 'qudt': 'http://qudt.org/vocab/unit/W-HR', 'unit_type': 'http://qudt.org/vocab/quantitykind/Energy'}, {'id': 45, 'name_long': 'Joule', 'name_abbr': 'J', 'data_type': 'Continuous', 'raw_encoding': None, 'display_encoding': None, 'qudt': 'http://qudt.org/vocab/unit/J', 'unit_type': 'http://qudt.org/vocab/quantitykind/Energy'}, {'id': 47, 'name_long': 'Kilovolt ampere hours', 'name_abbr': 'kVAh', 'data_type': 'Continuous', 'raw_encoding': None, 'display_encoding': None, 'qudt': 'http://qudt.org/vocab/unit/KiloV-A-HR', 'unit_type': 'http://qudt.org/vocab/quantitykind/Energy'}, {'id': 78, 'name_long': 'Megawatt Hours', 'name_abbr': 'mWh', 'data_type': 'Continuous', 'raw_encoding': None, 'display_encoding': None, 'qudt': 'http://qudt.org/vocab/unit/MegaW-HR', 'unit_type': 'http://qudt.org/vocab/quantitykind/Energy'}, {'id': 81, 'name_long': 'Kilo Joule', 'name_abbr': 'kJ', 'data_type': 'Continuous', 'raw_encoding': None, 'display_encoding': None, 'qudt': 'http://qudt.org/vocab/unit/KiloJ', 'unit_type': 'http://qudt.org/vocab/quantitykind/Energy'}, {'id': 61, 'name_long': 'Mega Joule', 'name_abbr': 'MJ', 'data_type': 'Continuous', 'raw_encoding': None, 'display_encoding': None, 'qudt': 'http://qudt.org/vocab/unit/MegaJ', 'unit_type': 'http://qudt.org/vocab/quantitykind/Energy'}, {'id': 70, 'name_long': 'US Therm', 'name_abbr': 'thm', 'data_type': 'Continuous', 'raw_encoding': None, 'display_encoding': None, 'qudt': 'http://qudt.org/vocab/unit/THM_US', 'unit_type': 'http://qudt.org/vocab/quantitykind/Energy'}, {'id': 82, 'name_long': 'Giga Joule', 'name_abbr': 'GJ', 'data_type': 'Continuous', 'raw_encoding': None, 'display_encoding': None, 'qudt': 'http://qudt.org/vocab/unit/GigaJ', 'unit_type': 'http://qudt.org/vocab/quantitykind/Energy'}, {'id': 83, 'name_long': 'Normal Cubic Meter', 'name_abbr': 'nm3', 'data_type': 'Continuous', 'raw_encoding': None, 'display_encoding': None, 'qudt': 'http://qudt.org/vocab/unit/NM3-NAT-GAS', 'unit_type': 'http://qudt.org/vocab/quantitykind/Energy'}, {'id': 84, 'name_long': 'Standard Cubic Meter', 'name_abbr': 'SCM', 'data_type': 'Continuous', 'raw_encoding': None, 'display_encoding': None, 'qudt': 'http://qudt.org/vocab/unit/SCM-NAT-GAS', 'unit_type': 'http://qudt.org/vocab/quantitykind/Energy'}, {'id': 85, 'name_long': 'Standard Cubic Foot', 'name_abbr': 'SFt3', 'data_type': 'Continuous', 'raw_encoding': None, 'display_encoding': None, 'qudt': 'http://qudt.org/vocab/unit/SFT3-NAT-GAS', 'unit_type': 'http://qudt.org/vocab/quantitykind/Energy'}]",http://qudt.org/vocab/quantitykind/Energy
24,Enthalpy,28.0,True,"[{'id': 28, 'name_long': 'BTUs/pound of air', 'name_abbr': 'BTU/lb', 'data_type': 'Continuous', 'raw_encoding': None, 'display_encoding': None, 'qudt': 'http://qudt.org/vocab/unit/BTU_IT-PER-LB', 'unit_type': 'http://qudt.org/vocab/quantitykind/SpecificEnergy'}, {'id': 71, 'name_long': 'Joules per Kilogram', 'name_abbr': 'J/kg', 'data_type': 'Continuous', 'raw_encoding': None, 'display_encoding': None, 'qudt': 'http://qudt.org/vocab/unit/J-PER-KiloGM', 'unit_type': 'http://qudt.org/vocab/quantitykind/SpecificEnergy'}, {'id': 86, 'name_long': 'Kilojoules per Kilogram', 'name_abbr': 'kJ/kg', 'data_type': 'Continuous', 'raw_encoding': None, 'display_encoding': None, 'qudt': 'http://qudt.org/vocab/unit/KiloJ-PER-KiloGM', 'unit_type': 'http://qudt.org/vocab/quantitykind/SpecificEnergy'}]",http://qudt.org/vocab/quantitykind/SpecificEnergy
55,Volume,54.0,True,"[{'id': 27, 'name_long': 'Cubic Feet', 'name_abbr': 'ft3', 'data_type': 'Continuous', 'raw_encoding': None, 'display_encoding': None, 'qudt': 'http://qudt.org/vocab/unit/FT3', 'unit_type': 'http://qudt.org/vocab/quantitykind/Volume'}, {'id': 54, 'name_long': 'Cubic Meter', 'name_abbr': 'm3', 'data_type': 'Continuous', 'raw_encoding': None, 'display_encoding': None, 'qudt': 'http://qudt.org/vocab/unit/M3', 'unit_type': 'http://qudt.org/vocab/quantitykind/Volume'}, {'id': 55, 'name_long': 'Litre', 'name_abbr': 'L', 'data_type': 'Continuous', 'raw_encoding': None, 'display_encoding': None, 'qudt': 'http://qudt.org/vocab/unit/L', 'unit_type': 'http://qudt.org/vocab/quantitykind/Volume'}, {'id': 68, 'name_long': 'US Gallon', 'name_abbr': 'gal', 'data_type': 'Continuous', 'raw_encoding': None, 'display_encoding': None, 'qudt': 'http://qudt.org/vocab/unit/GAL_US', 'unit_type': 'http://qudt.org/vocab/quantitykind/Volume'}]",http://qudt.org/vocab/quantitykind/Volume
38,Linear Velocity,48.0,True,"[{'id': 48, 'name_long': 'Feet per Minute', 'name_abbr': 'fpm', 'data_type': 'Continuous', 'raw_encoding': None, 'display_encoding': None, 'qudt': 'http://qudt.org/vocab/unit/FT-PER-MIN', 'unit_type': 'http://qudt.org/vocab/quantitykind/LinearVelocity'}, {'id': 49, 'name_long': 'Metres per Second', 'name_abbr': 'm/s', 'data_type': 'Continuous', 'raw_encoding': None, 'display_encoding': None, 'qudt': 'http://qudt.org/vocab/unit/M-PER-SEC', 'unit_type': 'http://qudt.org/vocab/quantitykind/LinearVelocity'}, {'id': 56, 'name_long': 'Kilometer per Hour', 'name_abbr': 'km/h', 'data_type': 'Continuous', 'raw_encoding': None, 'display_encoding': None, 'qudt': 'http://qudt.org/vocab/unit/KiloM-PER-HR', 'unit_type': 'http://qudt.org/vocab/quantitykind/LinearVelocity'}, {'id': 72, 'name_long': 'Miles per Hour', 'name_abbr': 'mph', 'data_type': 'Continuous', 'raw_encoding': None, 'display_encoding': None, 'qudt': 'http://qudt.org/vocab/unit/MI-PER-HR', 'unit_type': 'http://qudt.org/vocab/quantitykind/LinearVelocity'}]",http://qudt.org/vocab/quantitykind/LinearVelocity
8,Stage,13.0,True,"[{'id': 32, 'name_long': 'Floor', 'name_abbr': 'Floor', 'data_type': 'Continuous', 'raw_encoding': None, 'display_encoding': None, 'qudt': 'http://qudt.org/vocab/unit/UNITLESS', 'unit_type': 'http://qudt.org/vocab/quantitykind/Dimensionless'}, {'id': 38, 'name_long': 'Power Factor', 'name_abbr': 'pf', 'data_type': 'Continuous', 'raw_encoding': None, 'display_encoding': None, 'qudt': 'http://qudt.org/vocab/unit/UNITLESS', 'unit_type': 'http://qudt.org/vocab/quantitykind/Dimensionless'}, {'id': 13, 'name_long': 'Stage Number', 'name_abbr': 'Stage', 'data_type': 'Continuous', 'raw_encoding': None, 'display_encoding': None, 'qudt': 'http://qudt.org/vocab/unit/UNITLESS', 'unit_type': 'http://qudt.org/vocab/quantitykind/Dimensionless'}, {'id': 73, 'name_long': 'Number', 'name_abbr': 'num', 'data_type': 'Continuous', 'raw_encoding': None, 'display_encoding': None, 'qudt': 'http://qudt.org/vocab/unit/NUM', 'unit_type': 'http://qudt.org/vocab/quantitykind/Dimensionless'}, {'id': 87, 'name_long': 'Pulse', 'name_abbr': 'pulse', 'data_type': 'Continuous', 'raw_encoding': None, 'display_encoding': None, 'qudt': 'http://qudt.org/vocab/unit/NUM', 'unit_type': 'http://qudt.org/vocab/quantitykind/Dimensionless'}]",http://qudt.org/vocab/quantitykind/Dimensionless
28,Current,34.0,True,"[{'id': 34, 'name_long': 'Ampere', 'name_abbr': 'A', 'data_type': 'Continuous', 'raw_encoding': None, 'display_encoding': None, 'qudt': 'http://qudt.org/vocab/unit/A', 'unit_type': 'http://qudt.org/vocab/quantitykind/ElectricCurrent'}, {'id': 12, 'name_long': 'Milliampere', 'name_abbr': 'mA', 'data_type': 'Continuous', 'raw_encoding': None, 'display_encoding': None, 'qudt': 'http://qudt.org/vocab/unit/MilliA', 'unit_type': 'http://qudt.org/vocab/quantitykind/ElectricCurrent'}]",http://qudt.org/vocab/quantitykind/ElectricCurrent
30,Voltage,11.0,True,"[{'id': 11, 'name_long': 'Volts', 'name_abbr': 'V', 'data_type': 'Continuous', 'raw_encoding': None, 'display_encoding': None, 'qudt': 'http://qudt.org/vocab/unit/V', 'unit_type': 'http://qudt.org/vocab/quantitykind/EnergyPerElectricCharge'}]",http://qudt.org/vocab/quantitykind/EnergyPerElectricCharge
6,Concentration,10.0,True,"[{'id': 10, 'name_long': 'Parts per Million', 'name_abbr': 'ppm', 'data_type': 'Continuous', 'raw_encoding': None, 'display_encoding': None, 'qudt': 'http://qudt.org/vocab/unit/PPM', 'unit_type': 'http://qudt.org/vocab/quantitykind/DimensionlessRatio'}, {'id': 3, 'name_long': 'Percent', 'name_abbr': '%', 'data_type': 'Continuous', 'raw_encoding': None, 'display_encoding': None, 'qudt': 'http://qudt.org/vocab/unit/PERCENT', 'unit_type': 'http://qudt.org/vocab/quantitykind/DimensionlessRatio'}]",http://qudt.org/vocab/quantitykind/DimensionlessRatio
29,Frequency,35.0,True,"[{'id': 35, 'name_long': 'Hertz', 'name_abbr': 'Hz', 'data_type': 'Continuous', 'raw_encoding': None, 'display_encoding': None, 'qudt': 'http://qudt.org/vocab/unit/HZ', 'unit_type': 'http://qudt.org/vocab/quantitykind/Frequency'}]",http://qudt.org/vocab/quantitykind/Frequency
54,Resistance,67.0,True,"[{'id': 66, 'name_long': 'Ohm', 'name_abbr': 'ohm', 'data_type': 'Continuous', 'raw_encoding': None, 'display_encoding': None, 'qudt': 'http://qudt.org/vocab/unit/OHM', 'unit_type': 'http://qudt.org/vocab/quantitykind/Resistance'}, {'id': 67, 'name_long': 'Kiloohm', 'name_abbr': 'kOhm', 'data_type': 'Continuous', 'raw_encoding': None, 'display_encoding': None, 'qudt': 'http://qudt.org/vocab/unit/KiloOHM', 'unit_type': 'http://qudt.org/vocab/quantitykind/Resistance'}]",http://qudt.org/vocab/quantitykind/Resistance
4,Air Flow,7.0,True,"[{'id': 7, 'name_long': 'Cubic Foot per Minute', 'name_abbr': 'cfm', 'data_type': 'Continuous', 'raw_encoding': None, 'display_encoding': None, 'qudt': 'http://qudt.org/vocab/unit/FT3-PER-MIN', 'unit_type': 'http://qudt.org/vocab/quantitykind/VolumePerUnitTime'}, {'id': 8, 'name_long': 'Gallons per Minute', 'name_abbr': 'gpm', 'data_type': 'Continuous', 'raw_encoding': None, 'display_encoding': None, 'qudt': 'http://qudt.org/vocab/unit/GAL_UK-PER-MIN', 'unit_type': 'http://qudt.org/vocab/quantitykind/VolumePerUnitTime'}, {'id': 57, 'name_long': 'Cubic Meter per Second', 'name_abbr': 'm3/s', 'data_type': 'Continuous', 'raw_encoding': None, 'display_encoding': None, 'qudt': 'http://qudt.org/vocab/unit/M3-PER-SEC', 'unit_type': 'http://qudt.org/vocab/quantitykind/VolumePerUnitTime'}, {'id': 80, 'name_long': 'Litre per Hour', 'name_abbr': 'L/h', 'data_type': 'Continuous', 'raw_encoding': None, 'display_encoding': None, 'qudt': 'http://qudt.org/vocab/unit/L-PER-HR', 'unit_type': 'http://qudt.org/vocab/quantitykind/VolumePerUnitTime'}, {'id': 58, 'name_long': 'Litre Per Second', 'name_abbr': 'L/s', 'data_type': 'Continuous', 'raw_encoding': None, 'display_encoding': None, 'qudt': 'http://qudt.org/vocab/unit/L-PER-SEC', 'unit_type': 'http://qudt.org/vocab/quantitykind/VolumePerUnitTime'}, {'id': 77, 'name_long': 'Cubic Meter per Hour', 'name_abbr': 'm3/h', 'data_type': 'Continuous', 'raw_encoding': None, 'display_encoding': None, 'qudt': 'http://qudt.org/vocab/unit/M3-PER-HR', 'unit_type': 'http://qudt.org/vocab/quantitykind/VolumePerUnitTime'}]",http://qudt.org/vocab/quantitykind/VolumePerUnitTime
53,Level,65.0,True,"[{'id': 64, 'name_long': 'Foot', 'name_abbr': 'ft', 'data_type': 'Continuous', 'raw_encoding': None, 'display_encoding': None, 'qudt': 'http://qudt.org/vocab/unit/FT', 'unit_type': 'http://qudt.org/vocab/quantitykind/Length'}, {'id': 65, 'name_long': 'Meter', 'name_abbr': 'm', 'data_type': 'Continuous', 'raw_encoding': None, 'display_encoding': None, 'qudt': 'http://qudt.org/vocab/unit/M', 'unit_type': 'http://qudt.org/vocab/quantitykind/Length'}]",http://qudt.org/vocab/quantitykind/Length
1,Temperature,2.0,True,"[{'id': 1, 'name_long': 'Degrees Celsius', 'name_abbr': 'C', 'data_type': 'Continuous', 'raw_encoding': None, 'display_encoding': None, 'qudt': 'http://qudt.org/vocab/unit/DEG_C', 'unit_type': 'http://qudt.org/vocab/quantitykind/Temperature'}, {'id': 2, 'name_long': 'Degrees Fahrenheit', 'name_abbr': 'F', 'data_type': 'Continuous', 'raw_encoding': None, 'display_encoding': None, 'qudt': 'http://qudt.org/vocab/unit/DEG_F', 'unit_type': 'http://qudt.org/vocab/quantitykind/Temperature'}, {'id': 46, 'name_long': 'Degrees Kelvin', 'name_abbr': 'K', 'data_type': 'Continuous', 'raw_encoding': None, 'display_encoding': None, 'qudt': 'http://qudt.org/vocab/unit/K', 'unit_type': 'http://qudt.org/vocab/quantitykind/Temperature'}]",http://qudt.org/vocab/quantitykind/Temperature
22,Water Consumption,27.0,True,"[{'id': 27, 'name_long': 'Cubic Feet', 'name_abbr': 'ft3', 'data_type': 'Continuous', 'raw_encoding': None, 'display_encoding': None, 'qudt': 'http://qudt.org/vocab/unit/FT3', 'unit_type': 'http://qudt.org/vocab/quantitykind/Volume'}, {'id': 54, 'name_long': 'Cubic Meter', 'name_abbr': 'm3', 'data_type': 'Continuous', 'raw_encoding': None, 'display_encoding': None, 'qudt': 'http://qudt.org/vocab/unit/M3', 'unit_type': 'http://qudt.org/vocab/quantitykind/Volume'}, {'id': 55, 'name_long': 'Litre', 'name_abbr': 'L', 'data_type': 'Continuous', 'raw_encoding': None, 'display_encoding': None, 'qudt': 'http://qudt.org/vocab/unit/L', 'unit_type': 'http://qudt.org/vocab/quantitykind/Volume'}, {'id': 68, 'name_long': 'US Gallon', 'name_abbr': 'gal', 'data_type': 'Continuous', 'raw_encoding': None, 'display_encoding': None, 'qudt': 'http://qudt.org/vocab/unit/GAL_US', 'unit_type': 'http://qudt.org/vocab/quantitykind/Volume'}]",http://qudt.org/vocab/quantitykind/Volume
3,Pressure,5.0,True,"[{'id': 4, 'name_long': 'Inches Water Column', 'name_abbr': 'in W.C.', 'data_type': 'Continuous', 'raw_encoding': None, 'display_encoding': None, 'qudt': 'http://qudt.org/vocab/unit/IN_AQ', 'unit_type': 'http://qudt.org/vocab/quantitykind/ForcePerArea'}, {'id': 5, 'name_long': 'Pounds per Square Inch', 'name_abbr': 'psi', 'data_type': 'Continuous', 'raw_encoding': None, 'display_encoding': None, 'qudt': 'http://qudt.org/vocab/unit/LB_F-PER-IN2', 'unit_type': 'http://qudt.org/vocab/quantitykind/ForcePerArea'}, {'id': 6, 'name_long': 'Pounds per Square Inch, Gauge', 'name_abbr': 'psig', 'data_type': 'Continuous', 'raw_encoding': None, 'display_encoding': None, 'qudt': 'http://qudt.org/vocab/unit/LB_F-PER-IN2', 'unit_type': 'http://qudt.org/vocab/quantitykind/ForcePerArea'}, {'id': 50, 'name_long': 'kilo Pascal', 'name_abbr': 'kPA', 'data_type': 'Continuous', 'raw_encoding': None, 'display_encoding': None, 'qudt': 'http://qudt.org/vocab/unit/KiloPA', 'unit_type': 'http://qudt.org/vocab/quantitykind/ForcePerArea'}, {'id': 51, 'name_long': 'Pascal', 'name_abbr': 'PA', 'data_type': 'Continuous', 'raw_encoding': None, 'display_encoding': None, 'qudt': 'http://qudt.org/vocab/unit/PA', 'unit_type': 'http://qudt.org/vocab/quantitykind/ForcePerArea'}, {'id': 75, 'name_long': 'Bar', 'name_abbr': 'bar', 'data_type': 'Continuous', 'raw_encoding': None, 'display_encoding': None, 'qudt': 'http://qudt.org/vocab/unit/BAR', 'unit_type': 'http://qudt.org/vocab/quantitykind/ForcePerArea'}]",http://qudt.org/vocab/quantitykind/ForcePerArea
14,Energy,16.0,True,"[{'id': 41, 'name_long': 'Kilo Volt amp reactive hours', 'name_abbr': 'kVARh', 'data_type': 'Continuous', 'raw_encoding': None, 'display_encoding': None, 'qudt': 'http://qudt.org/vocab/unit/KiloV-A_Reactive-HR', 'unit_type': 'http://qudt.org/vocab/quantitykind/Energy'}, {'id': 16, 'name_long': 'Kilowatt Hours', 'name_abbr': 'kWh', 'data_type': 'Continuous', 'raw_encoding': None, 'display_encoding': None, 'qudt': 'http://qudt.org/vocab/unit/KiloW-HR', 'unit_type': 'http://qudt.org/vocab/quantitykind/Energy'}, {'id': 14, 'name_long': 'British Thermal Unit', 'name_abbr': 'BTU', 'data_type': 'Continuous', 'raw_encoding': None, 'display_encoding': None, 'qudt': 'http://qudt.org/vocab/unit/BTU_IT', 'unit_type': 'http://qudt.org/vocab/quantitykind/Energy'}, {'id': 37, 'name_long': 'Volt amp hours', 'name_abbr': 'VAh', 'data_type': 'Continuous', 'raw_encoding': None, 'display_encoding': None, 'qudt': 'http://qudt.org/vocab/unit/V-A-HR', 'unit_type': 'http://qudt.org/vocab/quantitykind/Energy'}, {'id': 39, 'name_long': 'Volt amp reactive hours', 'name_abbr': 'VARh', 'data_type': 'Continuous', 'raw_encoding': None, 'display_encoding': None, 'qudt': 'http://qudt.org/vocab/unit/V-A_Reactive-HR', 'unit_type': 'http://qudt.org/vocab/quantitykind/Energy'}, {'id': 40, 'name_long': 'Watt hours', 'name_abbr': 'Wh', 'data_type': 'Continuous', 'raw_encoding': None, 'display_encoding': None, 'qudt': 'http://qudt.org/vocab/unit/W-HR', 'unit_type': 'http://qudt.org/vocab/quantitykind/Energy'}, {'id': 45, 'name_long': 'Joule', 'name_abbr': 'J', 'data_type': 'Continuous', 'raw_encoding': None, 'display_encoding': None, 'qudt': 'http://qudt.org/vocab/unit/J', 'unit_type': 'http://qudt.org/vocab/quantitykind/Energy'}, {'id': 47, 'name_long': 'Kilovolt ampere hours', 'name_abbr': 'kVAh', 'data_type': 'Continuous', 'raw_encoding': None, 'display_encoding': None, 'qudt': 'http://qudt.org/vocab/unit/KiloV-A-HR', 'unit_type': 'http://qudt.org/vocab/quantitykind/Energy'}, {'id': 78, 'name_long': 'Megawatt Hours', 'name_abbr': 'mWh', 'data_type': 'Continuous', 'raw_encoding': None, 'display_encoding': None, 'qudt': 'http://qudt.org/vocab/unit/MegaW-HR', 'unit_type': 'http://qudt.org/vocab/quantitykind/Energy'}, {'id': 81, 'name_long': 'Kilo Joule', 'name_abbr': 'kJ', 'data_type': 'Continuous', 'raw_encoding': None, 'display_encoding': None, 'qudt': 'http://qudt.org/vocab/unit/KiloJ', 'unit_type': 'http://qudt.org/vocab/quantitykind/Energy'}, {'id': 61, 'name_long': 'Mega Joule', 'name_abbr': 'MJ', 'data_type': 'Continuous', 'raw_encoding': None, 'display_encoding': None, 'qudt': 'http://qudt.org/vocab/unit/MegaJ', 'unit_type': 'http://qudt.org/vocab/quantitykind/Energy'}, {'id': 70, 'name_long': 'US Therm', 'name_abbr': 'thm', 'data_type': 'Continuous', 'raw_encoding': None, 'display_encoding': None, 'qudt': 'http://qudt.org/vocab/unit/THM_US', 'unit_type': 'http://qudt.org/vocab/quantitykind/Energy'}, {'id': 82, 'name_long': 'Giga Joule', 'name_abbr': 'GJ', 'data_type': 'Continuous', 'raw_encoding': None, 'display_encoding': None, 'qudt': 'http://qudt.org/vocab/unit/GigaJ', 'unit_type': 'http://qudt.org/vocab/quantitykind/Energy'}, {'id': 83, 'name_long': 'Normal Cubic Meter', 'name_abbr': 'nm3', 'data_type': 'Continuous', 'raw_encoding': None, 'display_encoding': None, 'qudt': 'http://qudt.org/vocab/unit/NM3-NAT-GAS', 'unit_type': 'http://qudt.org/vocab/quantitykind/Energy'}, {'id': 84, 'name_long': 'Standard Cubic Meter', 'name_abbr': 'SCM', 'data_type': 'Continuous', 'raw_encoding': None, 'display_encoding': None, 'qudt': 'http://qudt.org/vocab/unit/SCM-NAT-GAS', 'unit_type': 'http://qudt.org/vocab/quantitykind/Energy'}, {'id': 85, 'name_long': 'Standard Cubic Foot', 'name_abbr': 'SFt3', 'data_type': 'Continuous', 'raw_encoding': None, 'display_encoding': None, 'qudt': 'http://qudt.org/vocab/unit/SFT3-NAT-GAS', 'unit_type': 'http://qudt.org/vocab/quantitykind/Energy'}]",http://qudt.org/vocab/quantitykind/Energy
35,Duration,42.0,True,"[{'id': 42, 'name_long': 'Hours', 'name_abbr': 'hours', 'data_type': 'Continuous', 'raw_encoding': None, 'display_encoding': None, 'qudt': 'http://qudt.org/vocab/unit/HR', 'unit_type': 'http://qudt.org/vocab/quantitykind/Time'}, {'id': 43, 'name_long': 'Minutes', 'name_abbr': 'min', 'data_type': 'Continuous', 'raw_encoding': None, 'display_encoding': None, 'qudt': 'http://qudt.org/vocab/unit/MIN', 'unit_type': 'http://qudt.org/vocab/quantitykind/Time'}, {'id': 44, 'name_long': 'Seconds', 'name_abbr': 'sec', 'data_type': 'Continuous', 'raw_encoding': None, 'display_encoding': None, 'qudt': 'http://qudt.org/vocab/unit/SEC', 'unit_type': 'http://qudt.org/vocab/quantitykind/Time'}]",http://qudt.org/vocab/quantitykind/Time
9,Steam Flow,9.0,True,"[{'id': 9, 'name_long': 'Pounds per Hour', 'name_abbr': 'lb/hr', 'data_type': 'Continuous', 'raw_encoding': None, 'display_encoding': None, 'qudt': 'http://qudt.org/vocab/unit/LB-PER-HR', 'unit_type': 'http://qudt.org/vocab/quantitykind/MassPerTime'}, {'id': 36, 'name_long': 'Thousand Pounds per Hour', 'name_abbr': 'K lb/hr', 'data_type': 'Continuous', 'raw_encoding': None, 'display_encoding': None, 'qudt': 'http://qudt.org/vocab/unit/KiloLB-PER-HR', 'unit_type': 'http://qudt.org/vocab/quantitykind/MassPerTime'}]",http://qudt.org/vocab/quantitykind/MassPerTime
